x,y,theta,sensor_id,sensor_value
0.577852,0.547069,0.060910,5,0.110173
0.577852,0.547069,0.060910,6,0.105292
0.577852,0.547069,0.060910,7,0.090536
0.577852,0.547069,0.060910,8,0.075048
0.577852,0.547069,0.060910,9,0.062246
0.577852,0.547069,0.060910,10,0.068155
0.577852,0.547069,0.060910,11,0.099187
0.577852,0.547069,0.060910,12,0.089320
0.577852,0.547069,0.060910,13,0.091577
0.577852,0.547069,0.060910,14,0.087580
0.577852,0.547069,0.060910,15,0.101024
0.577852,0.547069,0.060910,16,0.098160
0.581400,0.547215,0.041102,1,0.100606
0.581400,0.547215,0.041102,2,0.096005
0.581400,0.547215,0.041102,3,0.121681
0.581400,0.547215,0.041102,4,0.106279
0.581400,0.547215,0.041102,5,0.108201
0.581400,0.547215,0.041102,6,0.087509
0.581400,0.547215,0.041102,7,0.071477
0.581400,0.547215,0.041102,8,0.062563
0.581400,0.547215,0.041102,9,0.065053
0.581400,0.547215,0.041102,10,0.093774
0.581400,0.547215,0.041102,11,0.102570
0.581400,0.547215,0.041102,12,0.112381
0.581400,0.547215,0.041102,13,0.090225
0.581400,0.547215,0.041102,14,0.114278
0.581400,0.547215,0.041102,15,0.095529
0.581400,0.547215,0.041102,16,0.085989
0.578616,0.547134,0.028851,1,0.115447
0.578616,0.547134,0.028851,2,0.119347
0.578616,0.547134,0.028851,3,0.093846
0.578616,0.547134,0.028851,4,0.105554
0.578616,0.547134,0.028851,5,0.081586
0.578616,0.547134,0.028851,6,0.097942
0.578616,0.547134,0.028851,7,0.087371
0.578616,0.547134,0.028851,8,0.066352
0.578616,0.547134,0.028851,9,0.058488
0.578616,0.547134,0.028851,10,0.078817
0.578616,0.547134,0.028851,11,0.095401
0.578616,0.547134,0.028851,12,0.093148
0.578616,0.547134,0.028851,13,0.095244
0.578616,0.547134,0.028851,14,0.103826
0.578616,0.547134,0.028851,15,0.090246
0.578616,0.547134,0.028851,16,0.101901
0.578677,0.547136,0.030268,1,0.096531
0.578677,0.547136,0.030268,2,0.105075
0.578677,0.547136,0.030268,3,0.094898
0.578677,0.547136,0.030268,4,0.081848
0.578677,0.547136,0.030268,5,0.087488
0.578677,0.547136,0.030268,6,0.096459
0.578677,0.547136,0.030268,7,0.102182
0.578677,0.547136,0.030268,8,0.077545
0.578677,0.547136,0.030268,9,0.071964
0.578677,0.547136,0.030268,10,0.095043
0.578677,0.547136,0.030268,11,0.111735
0.578677,0.547136,0.030268,12,0.099370
0.578677,0.547136,0.030268,13,0.097464
0.578677,0.547136,0.030268,14,0.093818
0.578677,0.547136,0.030268,15,0.089269
0.578677,0.547136,0.030268,16,0.090968
0.577571,0.547098,0.034720,1,0.104209
0.577571,0.547098,0.034720,2,0.106583
0.577571,0.547098,0.034720,3,0.100130
0.577571,0.547098,0.034720,4,0.075856
0.577571,0.547098,0.034720,5,0.080804
0.577571,0.547098,0.034720,6,0.099469
0.577571,0.547098,0.034720,7,0.083019
0.577571,0.547098,0.034720,8,0.080448
0.577571,0.547098,0.034720,9,0.065457
0.577571,0.547098,0.034720,10,0.079960
0.577571,0.547098,0.034720,11,0.111421
0.577571,0.547098,0.034720,12,0.107348
0.577571,0.547098,0.034720,13,0.111571
0.577571,0.547098,0.034720,14,0.116702
0.577571,0.547098,0.034720,15,0.097425
0.577571,0.547098,0.034720,16,0.104231
0.577114,0.547084,0.030946,1,0.096794
0.577114,0.547084,0.030946,2,0.105692
0.577114,0.547084,0.030946,3,0.094950
0.577114,0.547084,0.030946,4,0.099526
0.577114,0.547084,0.030946,5,0.096619
0.577114,0.547084,0.030946,6,0.098260
0.577114,0.547084,0.030946,7,0.093435
0.577114,0.547084,0.030946,8,0.085463
0.577114,0.547084,0.030946,9,0.069181
0.577114,0.547084,0.030946,10,0.074995
0.577114,0.547084,0.030946,11,0.096803
0.577114,0.547084,0.030946,12,0.095705
0.577114,0.547084,0.030946,13,0.105876
0.577114,0.547084,0.030946,14,0.116058
0.577114,0.547084,0.030946,15,0.095887
0.577114,0.547084,0.030946,16,0.124281
0.575523,0.547000,0.052564,1,0.122163
0.575523,0.547000,0.052564,2,0.100262
0.575523,0.547000,0.052564,3,0.123716
0.575523,0.547000,0.052564,4,0.090483
0.575523,0.547000,0.052564,5,0.096992
0.575523,0.547000,0.052564,6,0.107200
0.575523,0.547000,0.052564,7,0.084956
0.575523,0.547000,0.052564,8,0.059506
0.575523,0.547000,0.052564,9,0.080879
0.575523,0.547000,0.052564,10,0.079006
0.575523,0.547000,0.052564,11,0.103023
0.575523,0.547000,0.052564,12,0.106923
0.575523,0.547000,0.052564,13,0.101137
0.575523,0.547000,0.052564,14,0.105338
0.575523,0.547000,0.052564,15,0.098260
0.575523,0.547000,0.052564,16,0.089469
0.576986,0.547108,0.073961,1,0.113300
0.576986,0.547108,0.073961,2,0.111704
0.576986,0.547108,0.073961,3,0.104971
0.576986,0.547108,0.073961,4,0.077230
0.576986,0.547108,0.073961,5,0.102784
0.576986,0.547108,0.073961,6,0.100785
0.576986,0.547108,0.073961,7,0.099493
0.576986,0.547108,0.073961,8,0.081562
0.576986,0.547108,0.073961,9,0.056359
0.576986,0.547108,0.073961,10,0.083639
0.576986,0.547108,0.073961,11,0.096087
0.576986,0.547108,0.073961,12,0.094315
0.576986,0.547108,0.073961,13,0.090994
0.576986,0.547108,0.073961,14,0.107282
0.576986,0.547108,0.073961,15,0.087219
0.576986,0.547108,0.073961,16,0.113907
0.578344,0.547228,0.087863,1,0.091216
0.578344,0.547228,0.087863,2,0.085262
0.578344,0.547228,0.087863,3,0.115264
0.578344,0.547228,0.087863,4,0.106787
0.578344,0.547228,0.087863,5,0.094717
0.578344,0.547228,0.087863,6,0.092241
0.578344,0.547228,0.087863,7,0.076027
0.578344,0.547228,0.087863,8,0.066964
0.578344,0.547228,0.087863,9,0.062845
0.578344,0.547228,0.087863,10,0.095424
0.578344,0.547228,0.087863,11,0.079305
0.578344,0.547228,0.087863,12,0.105392
0.578344,0.547228,0.087863,13,0.100180
0.578344,0.547228,0.087863,14,0.094680
0.578344,0.547228,0.087863,15,0.101662
0.578344,0.547228,0.087863,16,0.093894
0.579069,0.547295,0.092425,1,0.090769
0.579069,0.547295,0.092425,2,0.092049
0.579069,0.547295,0.092425,3,0.111733
0.579069,0.547295,0.092425,4,0.098287
0.579069,0.547295,0.092425,5,0.119852
0.579069,0.547295,0.092425,6,0.100583
0.579069,0.547295,0.092425,7,0.081404
0.579069,0.547295,0.092425,8,0.074621
0.579069,0.547295,0.092425,9,0.083345
0.579069,0.547295,0.092425,10,0.073301
0.579069,0.547295,0.092425,11,0.097165
0.579069,0.547295,0.092425,12,0.117754
0.579069,0.547295,0.092425,13,0.095768
0.579069,0.547295,0.092425,14,0.099722
0.579069,0.547295,0.092425,15,0.095346
0.579069,0.547295,0.092425,16,0.088365
0.577875,0.547143,0.126905,1,0.114636
0.577875,0.547143,0.126905,2,0.095845
0.577875,0.547143,0.126905,3,0.096778
0.577875,0.547143,0.126905,4,0.101933
0.577875,0.547143,0.126905,5,0.095777
0.577875,0.547143,0.126905,6,0.106096
0.577875,0.547143,0.126905,7,0.077592
0.577875,0.547143,0.126905,8,0.060157
0.577875,0.547143,0.126905,9,0.090877
0.577875,0.547143,0.126905,10,0.088262
0.577875,0.547143,0.126905,11,0.113221
0.577875,0.547143,0.126905,12,0.102596
0.577875,0.547143,0.126905,13,0.108530
0.577875,0.547143,0.126905,14,0.119158
0.577875,0.547143,0.126905,15,0.106768
0.577875,0.547143,0.126905,16,0.085413
0.575820,0.546895,0.120116,1,0.081420
0.575820,0.546895,0.120116,2,0.092317
0.575820,0.546895,0.120116,3,0.101558
0.575820,0.546895,0.120116,4,0.089128
0.575820,0.546895,0.120116,5,0.101984
0.575820,0.546895,0.120116,6,0.091051
0.575820,0.546895,0.120116,7,0.076167
0.575820,0.546895,0.120116,8,0.067575
0.575820,0.546895,0.120116,9,0.087671
0.575820,0.546895,0.120116,10,0.090835
0.575820,0.546895,0.120116,11,0.103634
0.575820,0.546895,0.120116,12,0.107263
0.575820,0.546895,0.120116,13,0.103673
0.575820,0.546895,0.120116,14,0.104178
0.575820,0.546895,0.120116,15,0.108948
0.575820,0.546895,0.120116,16,0.112817
0.571941,0.546362,0.136550,1,0.103946
0.571941,0.546362,0.136550,2,0.098510
0.571941,0.546362,0.136550,3,0.110547
0.571941,0.546362,0.136550,4,0.107531
0.571941,0.546362,0.136550,5,0.104734
0.571941,0.546362,0.136550,6,0.089167
0.571941,0.546362,0.136550,7,0.092143
0.571941,0.546362,0.136550,8,0.065778
0.571941,0.546362,0.136550,9,0.093771
0.571941,0.546362,0.136550,10,0.074645
0.571941,0.546362,0.136550,11,0.070564
0.571941,0.546362,0.136550,12,0.108643
0.571941,0.546362,0.136550,13,0.103471
0.571941,0.546362,0.136550,14,0.117048
0.571941,0.546362,0.136550,15,0.085605
0.571941,0.546362,0.136550,16,0.105039
0.572401,0.546411,0.106428,1,0.103939
0.572401,0.546411,0.106428,2,0.097998
0.572401,0.546411,0.106428,3,0.108569
0.572401,0.546411,0.106428,4,0.114260
0.572401,0.546411,0.106428,5,0.108656
0.572401,0.546411,0.106428,6,0.099467
0.572401,0.546411,0.106428,7,0.073449
0.572401,0.546411,0.106428,8,0.063053
0.572401,0.546411,0.106428,9,0.074072
0.572401,0.546411,0.106428,10,0.093497
0.572401,0.546411,0.106428,11,0.086313
0.572401,0.546411,0.106428,12,0.092104
0.572401,0.546411,0.106428,13,0.105570
0.572401,0.546411,0.106428,14,0.111828
0.572401,0.546411,0.106428,15,0.107906
0.572401,0.546411,0.106428,16,0.090068
0.575901,0.546703,0.083117,1,0.087266
0.575901,0.546703,0.083117,2,0.099443
0.575901,0.546703,0.083117,3,0.108178
0.575901,0.546703,0.083117,4,0.099988
0.575901,0.546703,0.083117,5,0.120926
0.575901,0.546703,0.083117,6,0.100791
0.575901,0.546703,0.083117,7,0.070418
0.575901,0.546703,0.083117,8,0.071727
0.575901,0.546703,0.083117,9,0.094043
0.575901,0.546703,0.083117,10,0.091999
0.575901,0.546703,0.083117,11,0.106912
0.575901,0.546703,0.083117,12,0.105311
0.575901,0.546703,0.083117,13,0.095462
0.575901,0.546703,0.083117,14,0.098382
0.575901,0.546703,0.083117,15,0.106829
0.575901,0.546703,0.083117,16,0.089665
0.574124,0.546585,0.065959,1,0.107130
0.574124,0.546585,0.065959,2,0.095668
0.574124,0.546585,0.065959,3,0.104906
0.574124,0.546585,0.065959,4,0.097238
0.574124,0.546585,0.065959,5,0.109863
0.574124,0.546585,0.065959,6,0.092409
0.574124,0.546585,0.065959,7,0.061053
0.574124,0.546585,0.065959,8,0.082711
0.574124,0.546585,0.065959,9,0.072617
0.574124,0.546585,0.065959,10,0.071038
0.574124,0.546585,0.065959,11,0.108953
0.574124,0.546585,0.065959,12,0.091719
0.574124,0.546585,0.065959,13,0.107290
0.574124,0.546585,0.065959,14,0.091708
0.574124,0.546585,0.065959,15,0.097453
0.574124,0.546585,0.065959,16,0.120652
0.574088,0.546583,0.058103,1,0.089980
0.574088,0.546583,0.058103,2,0.087714
0.574088,0.546583,0.058103,3,0.091175
0.574088,0.546583,0.058103,4,0.099656
0.574088,0.546583,0.058103,5,0.113937
0.574088,0.546583,0.058103,6,0.111263
0.574088,0.546583,0.058103,7,0.075377
0.574088,0.546583,0.058103,8,0.082929
0.574088,0.546583,0.058103,9,0.060455
0.574088,0.546583,0.058103,10,0.090117
0.574088,0.546583,0.058103,11,0.098406
0.574088,0.546583,0.058103,12,0.090869
0.574088,0.546583,0.058103,13,0.088893
0.574088,0.546583,0.058103,14,0.086313
0.574088,0.546583,0.058103,15,0.111275
0.574088,0.546583,0.058103,16,0.113000
0.570148,0.546344,0.060643,1,0.090422
0.570148,0.546344,0.060643,2,0.107626
0.570148,0.546344,0.060643,3,0.091643
0.570148,0.546344,0.060643,4,0.104280
0.570148,0.546344,0.060643,5,0.100146
0.570148,0.546344,0.060643,6,0.103055
0.570148,0.546344,0.060643,7,0.086780
0.570148,0.546344,0.060643,8,0.090365
